x,y,species logistic values
830.0,830.0,0.048754428
831.0,831.0,0.11044229
832.0,832.0,0.36241367
833.0,833.0,0.57754856
834.0,834.0,0.10578228
835.0,835.0,0.32245675
836.0,836.0,0.106380366
837.0,837.0,0.20535697
838.0,838.0,0.5138793
839.0,839.0,0.0012737678
840.0,840.0,0.0443404
841.0,841.0,0.305515
842.0,842.0,0.18157637
843.0,843.0,0.4195772
844.0,844.0,0.22765651
845.0,845.0,0.3065903
846.0,846.0,0.23885706
847.0,847.0,0.18967332
848.0,848.0,0.03114026
849.0,849.0,0.06381067
850.0,850.0,0.31883192
851.0,851.0,0.20871101
852.0,852.0,0.4095747
853.0,853.0,0.23926081
854.0,854.0,0.06703596
855.0,855.0,0.042887438
856.0,856.0,0.10942556
857.0,857.0,0.14014702
858.0,858.0,0.10974596
859.0,859.0,0.23518538
860.0,860.0,0.7793996
861.0,861.0,0.10866767
862.0,862.0,0.06773016
863.0,863.0,0.7950638
864.0,864.0,0.05941929
865.0,865.0,0.074940965
866.0,866.0,0.36376053
867.0,867.0,0.25114313
868.0,868.0,0.010399041
869.0,869.0,0.17636308
870.0,870.0,0.20551504
871.0,871.0,0.16580912
872.0,872.0,0.20343602
873.0,873.0,0.80704725
874.0,874.0,0.08104664
875.0,875.0,0.15202649
876.0,876.0,0.019133426
877.0,877.0,0.13139546
878.0,878.0,0.585678
879.0,879.0,0.24446845
880.0,880.0,0.18880738
881.0,881.0,0.08215651
882.0,882.0,0.7325472
883.0,883.0,0.41299897
884.0,884.0,0.16991988
885.0,885.0,0.107425615
886.0,886.0,0.15228255
887.0,887.0,0.12936053
888.0,888.0,0.004624114
889.0,889.0,0.063343145
890.0,890.0,0.22505146
891.0,891.0,0.23801477
892.0,892.0,0.12193281
893.0,893.0,0.3351664
894.0,894.0,0.12071622
895.0,895.0,0.17944954
896.0,896.0,0.054653954
897.0,897.0,0.18224442
898.0,898.0,0.25895277
899.0,899.0,0.42582047
900.0,900.0,0.07892796
901.0,901.0,0.2219074
902.0,902.0,0.08119873
903.0,903.0,0.076374546
904.0,904.0,0.069935024
905.0,905.0,0.3917494
906.0,906.0,0.7197781
907.0,907.0,0.012341029
908.0,908.0,0.033649977
909.0,909.0,0.43264964
910.0,910.0,0.060091726
911.0,911.0,0.1097804
912.0,912.0,0.5364393
913.0,913.0,0.32115716
914.0,914.0,0.15441142
915.0,915.0,0.095059186
916.0,916.0,0.025767636
917.0,917.0,0.23928308
918.0,918.0,0.4605717
919.0,919.0,0.05448943
920.0,920.0,0.7454349
921.0,921.0,0.10386569
922.0,922.0,0.27267802
923.0,923.0,0.1754059
924.0,924.0,0.14253333
925.0,925.0,0.030083837
926.0,926.0,0.34411195
927.0,927.0,0.39787945
928.0,928.0,0.34347782
929.0,929.0,0.18268399
930.0,930.0,0.15310042
931.0,931.0,0.030369217
932.0,932.0,0.027453246
933.0,933.0,0.0857482
934.0,934.0,0.3463069
935.0,935.0,0.117452316
936.0,936.0,0.02941523
937.0,937.0,0.16894253
938.0,938.0,0.16256668
939.0,939.0,0.2834831
940.0,940.0,0.46456465
941.0,941.0,0.2894604
942.0,942.0,0.06285544
943.0,943.0,0.32489467
944.0,944.0,0.19413437
945.0,945.0,0.22341962
946.0,946.0,0.120751604
947.0,947.0,0.23209205
948.0,948.0,0.22744098
949.0,949.0,0.23386572
950.0,950.0,0.21365575
951.0,951.0,0.39984357
952.0,952.0,0.15147755
953.0,953.0,0.2815695
954.0,954.0,0.1130778
955.0,955.0,0.34058803
956.0,956.0,0.17969492
957.0,957.0,0.024620574
958.0,958.0,0.17051
959.0,959.0,0.10311915
960.0,960.0,0.5223441
961.0,961.0,0.066830665
962.0,962.0,0.2263351
963.0,963.0,0.16978978
964.0,964.0,0.84588945
965.0,965.0,0.28981805
966.0,966.0,0.0337007
967.0,967.0,0.1747035
968.0,968.0,0.03595893
969.0,969.0,0.7788132
970.0,970.0,0.07258505
971.0,971.0,0.10829643
972.0,972.0,0.17318547
973.0,973.0,0.14940128
974.0,974.0,0.2470513
975.0,975.0,0.25969592
976.0,976.0,0.009837379
977.0,977.0,0.14013778
978.0,978.0,0.6464638
979.0,979.0,0.5077151
980.0,980.0,0.10831924
981.0,981.0,0.029838333
982.0,982.0,0.011527642
983.0,983.0,0.7942562
984.0,984.0,0.26487464
985.0,985.0,0.27175778
986.0,986.0,0.10041346
987.0,987.0,0.5950377
988.0,988.0,0.10375261
989.0,989.0,0.44102252
990.0,990.0,0.24971247
991.0,991.0,0.2268204
992.0,992.0,0.18555568
993.0,993.0,0.11287041
994.0,994.0,0.022547638
995.0,995.0,0.18855081
