x,y,species logistic values
792.0,792.0,0.040695254
793.0,793.0,0.41877052
794.0,794.0,0.046667766
795.0,795.0,0.14578146
796.0,796.0,0.011663958
797.0,797.0,0.5571118
798.0,798.0,0.016658507
799.0,799.0,0.0014552424
800.0,800.0,0.06332704
801.0,801.0,0.015060412
802.0,802.0,0.0562616
803.0,803.0,0.09005268
804.0,804.0,0.33690664
805.0,805.0,0.19709243
806.0,806.0,0.010399079
807.0,807.0,0.5380347
808.0,808.0,0.007066197
809.0,809.0,0.10540436
810.0,810.0,0.035102505
811.0,811.0,0.010054511
812.0,812.0,0.029067429
813.0,813.0,0.20807104
814.0,814.0,0.44607306
815.0,815.0,0.11068317
816.0,816.0,0.014867526
817.0,817.0,0.10616089
818.0,818.0,0.033884373
819.0,819.0,0.057209417
820.0,820.0,0.077503
821.0,821.0,0.1415829
822.0,822.0,0.09144524
823.0,823.0,0.09274457
824.0,824.0,0.18395288
825.0,825.0,0.055677626
826.0,826.0,0.16018091
827.0,827.0,0.03138351
828.0,828.0,0.019000342
829.0,829.0,0.8753337
830.0,830.0,0.10464723
831.0,831.0,0.060107768
832.0,832.0,0.051689535
833.0,833.0,0.009237453
834.0,834.0,0.15161571
835.0,835.0,0.16952959
836.0,836.0,0.12810537
837.0,837.0,0.01571979
838.0,838.0,0.02948651
839.0,839.0,0.24994583
840.0,840.0,0.07202153
841.0,841.0,0.11896098
842.0,842.0,0.0027845425
843.0,843.0,0.10844576
844.0,844.0,0.026166204
845.0,845.0,0.319169
846.0,846.0,0.030632615
847.0,847.0,0.044664327
848.0,848.0,0.63085973
849.0,849.0,0.43097237
850.0,850.0,0.067586504
851.0,851.0,0.0015276665
852.0,852.0,0.40783077
853.0,853.0,0.06203438
854.0,854.0,0.049980436
855.0,855.0,0.03962411
856.0,856.0,0.03813495
857.0,857.0,0.20234554
858.0,858.0,0.23432964
859.0,859.0,0.20241763
860.0,860.0,0.13473393
861.0,861.0,0.030398177
862.0,862.0,0.041791964
863.0,863.0,0.088035524
864.0,864.0,0.0323471
865.0,865.0,0.6518389
866.0,866.0,0.27251974
867.0,867.0,0.07134232
868.0,868.0,0.29999295
869.0,869.0,0.08731193
870.0,870.0,0.006113864
871.0,871.0,0.018484801
872.0,872.0,0.060210284
873.0,873.0,0.08112816
874.0,874.0,0.5789491
875.0,875.0,0.049044143
876.0,876.0,0.05312478
877.0,877.0,0.19621927
878.0,878.0,0.06229068
879.0,879.0,0.027357806
880.0,880.0,0.040994786
881.0,881.0,0.028602563
882.0,882.0,0.08324081
883.0,883.0,0.015581669
884.0,884.0,0.24678361
885.0,885.0,0.6139923
886.0,886.0,0.18854408
887.0,887.0,0.037107836
888.0,888.0,0.20670085
889.0,889.0,0.099343635
890.0,890.0,0.35161555
891.0,891.0,0.13456431
892.0,892.0,0.08658917
893.0,893.0,0.5853856
894.0,894.0,0.72867346
895.0,895.0,0.1245486
896.0,896.0,0.32196188
897.0,897.0,0.628809
898.0,898.0,0.15328017
899.0,899.0,0.019349806
900.0,900.0,0.4843272
901.0,901.0,0.014682195
902.0,902.0,0.07872503
903.0,903.0,0.04734807
904.0,904.0,0.3083447
905.0,905.0,0.1237924
906.0,906.0,0.066268615
907.0,907.0,0.46602935
908.0,908.0,0.07455806
909.0,909.0,0.1362158
910.0,910.0,0.1176205
911.0,911.0,0.23747516
912.0,912.0,0.010765504
913.0,913.0,0.18843159
914.0,914.0,0.051693875
915.0,915.0,0.6295575
916.0,916.0,0.2081216
917.0,917.0,0.33254147
918.0,918.0,0.10076168
919.0,919.0,0.056844797
920.0,920.0,0.03547541
921.0,921.0,0.14607866
922.0,922.0,0.019981788
923.0,923.0,0.13398749
924.0,924.0,0.2741235
925.0,925.0,0.057442524
926.0,926.0,0.004586465
927.0,927.0,0.090962954
928.0,928.0,0.08188815
929.0,929.0,0.017646113
930.0,930.0,0.13043506
931.0,931.0,0.10174071
932.0,932.0,0.024092998
933.0,933.0,0.06761198
934.0,934.0,0.104107484
935.0,935.0,0.5942144
936.0,936.0,0.26232514
937.0,937.0,0.16385415
938.0,938.0,0.8116725
939.0,939.0,0.4677935
940.0,940.0,0.029062025
941.0,941.0,0.07735576
942.0,942.0,0.08592469
943.0,943.0,0.36398032
944.0,944.0,0.002239666
945.0,945.0,0.6041891
946.0,946.0,0.42567995
947.0,947.0,0.025690824
948.0,948.0,0.049062155
949.0,949.0,0.3676421
950.0,950.0,0.070170425
951.0,951.0,0.024761448
952.0,952.0,0.115579
953.0,953.0,0.08379448
954.0,954.0,0.047709897
955.0,955.0,0.009815075
956.0,956.0,0.07772092
957.0,957.0,0.5310004
958.0,958.0,0.27596113
959.0,959.0,0.17419074
960.0,960.0,0.24727345
961.0,961.0,0.01705954
962.0,962.0,0.15945724
963.0,963.0,0.402311
964.0,964.0,0.82799554
965.0,965.0,0.13148648
966.0,966.0,0.05761398
967.0,967.0,0.020671219
968.0,968.0,0.0042884797
969.0,969.0,0.0012635074
970.0,970.0,0.07687696
971.0,971.0,0.18007833
972.0,972.0,0.12858877
973.0,973.0,0.0040822825
974.0,974.0,0.112854935
975.0,975.0,0.06568001
976.0,976.0,0.26210812
977.0,977.0,0.06426629
978.0,978.0,0.03000761
979.0,979.0,0.2819597
980.0,980.0,0.16805315
981.0,981.0,0.6830288
982.0,982.0,0.2959659
983.0,983.0,0.1005594
984.0,984.0,0.06505856
985.0,985.0,0.011420555
986.0,986.0,0.11991398
987.0,987.0,0.12706211
988.0,988.0,0.018198246
989.0,989.0,0.26492572
990.0,990.0,0.104553476
991.0,991.0,0.2618104
992.0,992.0,0.17120592
993.0,993.0,0.05489537
